capital_sociallicitacoes,atividade_principal_code,tipo,situacao,natureza_juridica,participacoes,vitorias,class
35000,47.11-3-02,MATRIZ,ATIVA,213-5,2,2,NAO
?,86.10-1-01,MATRIZ,ATIVA,206-2,4,4,NAO
200000,43.99-1-03,MATRIZ,ATIVA,206-2,3,2,NAO
5100,10.33-3-01,MATRIZ,ATIVA,214-3,2,1,NAO
?,47.61-0-03,MATRIZ,ATIVA,213-5,18,15,NAO
5000,47.71-7-01,MATRIZ,ATIVA,206-2,3,3,SIM
20000,86.40-2-07,MATRIZ,ATIVA,206-2,3,3,NAO
60000,47.12-1-00,MATRIZ,ATIVA,213-5,3,2,NAO
12000,47.11-3-02,MATRIZ,ATIVA,213-5,25,25,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
2000000,41.20-4-00,MATRIZ,ATIVA,230-5,5,0,NAO
40000,15.21-1-00,MATRIZ,ATIVA,213-5,7,7,NAO
30000,45.12-9-01,MATRIZ,ATIVA,213-5,3,2,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,6,5,NAO
10000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
400000,41.20-4-00,MATRIZ,ATIVA,206-2,7,7,NAO
20000,47.51-2-01,MATRIZ,ATIVA,213-5,7,7,NAO
50000,18.13-0-01,MATRIZ,ATIVA,206-2,3,0,NAO
?,46.39-7-01,MATRIZ,ATIVA,213-5,24,23,NAO
100000,47.44-0-01,MATRIZ,ATIVA,213-5,5,5,NAO
100000,47.61-0-03,FILIAL,ATIVA,213-5,3,3,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
55000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
130000,47.31-8-00,MATRIZ,ATIVA,213-5,9,9,NAO
?,47.31-8-00,MATRIZ,ATIVA,213-5,5,3,NAO
?,47.31-8-00,FILIAL,ATIVA,213-5,5,5,NAO
?,45.30-7-03,MATRIZ,ATIVA,206-2,5,5,NAO
20000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
500000,45.30-7-05,MATRIZ,ATIVA,230-5,82,79,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,7,7,NAO
8000,69.20-6-01,MATRIZ,ATIVA,206-2,2,2,NAO
25000,18.13-0-99,MATRIZ,ATIVA,206-2,4,4,NAO
?,60.10-1-00,MATRIZ,ATIVA,206-2,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,4,4,NAO
11000,47.31-8-00,MATRIZ,ATIVA,206-2,2,1,NAO
20000,47.31-8-00,MATRIZ,ATIVA,206-2,4,4,SIM
10000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
1500000,47.54-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
820000,47.31-8-00,MATRIZ,ATIVA,206-2,13,12,NAO
150000,47.73-3-00,MATRIZ,ATIVA,206-2,2,0,NAO
100000,47.89-0-04,MATRIZ,ATIVA,206-2,3,3,NAO
?,47.31-8-00,MATRIZ,ATIVA,206-2,6,6,NAO
15000,33.14-7-16,MATRIZ,ATIVA,213-5,9,9,NAO
20000,49.30-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
9000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.63-6-01,MATRIZ,ATIVA,213-5,3,3,NAO
1300000,46.44-3-01,MATRIZ,ATIVA,206-2,8,4,NAO
50000,47.11-3-02,MATRIZ,ATIVA,213-5,2,2,NAO
30000,82.99-7-99,MATRIZ,ATIVA,213-5,6,6,NAO
40000,86.40-2-05,MATRIZ,ATIVA,206-2,33,34,NAO
20000,82.99-7-99,MATRIZ,ATIVA,213-5,4,4,NAO
80000,45.30-7-05,MATRIZ,ATIVA,213-5,9,9,NAO
4000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,46.44-3-01,MATRIZ,ATIVA,206-2,163,158,NAO
30000,47.22-9-01,MATRIZ,ATIVA,213-5,12,11,NAO
1500000,46.44-3-01,MATRIZ,ATIVA,206-2,5,4,NAO
15000,47.42-3-00,MATRIZ,ATIVA,206-2,2,2,NAO
25000,43.99-1-03,MATRIZ,ATIVA,213-5,2,2,NAO
50000,61.10-8-03,MATRIZ,ATIVA,206-2,2,2,NAO
50000,32.50-7-06,MATRIZ,ATIVA,213-5,6,6,NAO
30000,45.30-7-03,MATRIZ,ATIVA,213-5,32,32,NAO
100000,77.11-0-00,MATRIZ,ATIVA,213-5,3,1,NAO
80000,47.12-1-00,MATRIZ,ATIVA,213-5,5,5,NAO
16000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
30000,18.11-3-02,MATRIZ,ATIVA,213-5,4,0,NAO
97000,32.99-0-04,MATRIZ,ATIVA,213-5,4,3,NAO
100000,47.44-0-99,MATRIZ,ATIVA,230-5,2,1,NAO
35000,47.89-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
80000,47.31-8-00,MATRIZ,ATIVA,206-2,3,3,NAO
95000,46.45-1-01,MATRIZ,ATIVA,230-5,26,22,NAO
400000,41.20-4-00,MATRIZ,ATIVA,206-2,3,3,NAO
100000,47.71-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
8000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
100000,45.30-7-03,MATRIZ,ATIVA,206-2,21,21,NAO
30000,47.13-0-01,MATRIZ,ATIVA,206-2,10,10,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,4,3,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,3,3,NAO
40000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.61-0-03,MATRIZ,ATIVA,213-5,22,25,NAO
200000,46.45-1-01,MATRIZ,ATIVA,230-5,25,23,NAO
15000,47.44-0-99,MATRIZ,ATIVA,213-5,3,2,NAO
10000,77.29-2-99,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.24-5-00,MATRIZ,ATIVA,213-5,2,1,NAO
10000,33.14-7-07,MATRIZ,ATIVA,213-5,2,2,NAO
250000,47.29-6-99,MATRIZ,ATIVA,206-2,4,2,NAO
2200000,41.20-4-00,MATRIZ,ATIVA,206-2,6,6,NAO
50000,95.11-8-00,MATRIZ,ATIVA,206-2,9,1,NAO
300000,86.10-1-01,MATRIZ,ATIVA,206-2,10,11,NAO
1000000,46.79-6-99,MATRIZ,ATIVA,206-2,2,2,NAO
100000,47.51-2-01,MATRIZ,ATIVA,213-5,12,10,NAO
200000,86.40-2-05,MATRIZ,ATIVA,206-2,8,8,NAO
70000,45.30-7-01,MATRIZ,ATIVA,206-2,3,3,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.71-7-01,MATRIZ,ATIVA,206-2,4,4,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
62200,85.50-3-02,MATRIZ,ATIVA,230-5,10,1,NAO
400000,47.73-3-00,MATRIZ,ATIVA,230-5,3,3,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,4,0,NAO
7500,49.29-9-01,MATRIZ,ATIVA,213-5,2,1,NAO
88000,47.89-0-07,MATRIZ,ATIVA,230-5,2,2,NAO
500000,90.01-9-02,MATRIZ,ATIVA,206-2,3,0,NAO
260000,46.32-0-01,MATRIZ,ATIVA,206-2,6,6,NAO
110000,81.22-2-00,MATRIZ,ATIVA,230-5,2,1,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,47,26,NAO
100000,23.91-5-01,MATRIZ,ATIVA,213-5,2,1,NAO
20000,82.11-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,33.12-1-03,MATRIZ,ATIVA,206-2,6,6,NAO
30000,10.91-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
40000,42.13-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
200000,18.13-0-99,MATRIZ,ATIVA,213-5,26,9,NAO
20000,46.39-7-01,MATRIZ,ATIVA,206-2,2,0,NAO
100000,47.81-4-00,MATRIZ,ATIVA,206-2,28,8,NAO
80000,90.01-9-02,MATRIZ,ATIVA,213-5,3,2,NAO
15000,47.12-1-00,MATRIZ,ATIVA,213-5,2,3,NAO
120000,31.01-2-00,MATRIZ,ATIVA,206-2,4,1,NAO
40000,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
25000,61.10-8-03,MATRIZ,ATIVA,206-2,2,2,NAO
400000,41.20-4-00,MATRIZ,ATIVA,206-2,13,12,NAO
520000,08.10-0-02,MATRIZ,ATIVA,230-5,3,2,NAO
200000,00.00-0-00,MATRIZ,BAIXADA,206-2,8,2,NAO
8000,61.10-8-03,MATRIZ,ATIVA,213-5,5,5,NAO
100000,47.12-1-00,MATRIZ,ATIVA,213-5,4,2,NAO
30000,85.99-6-04,MATRIZ,ATIVA,206-2,16,13,NAO
30000,47.89-0-06,MATRIZ,ATIVA,213-5,21,19,NAO
550000,46.45-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
30000,77.39-0-03,MATRIZ,ATIVA,213-5,12,6,NAO
250000,49.21-3-02,MATRIZ,ATIVA,206-2,2,0,NAO
100000,46.64-8-00,MATRIZ,ATIVA,230-5,13,11,NAO
65000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
70000,47.31-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
120000,47.11-3-02,MATRIZ,ATIVA,206-2,7,6,NAO
500000,38.12-2-00,MATRIZ,ATIVA,206-2,18,14,NAO
100000,46.44-3-01,MATRIZ,ATIVA,206-2,18,14,NAO
40000,46.45-1-01,MATRIZ,ATIVA,206-2,3,3,NAO
30000,71.12-0-00,MATRIZ,ATIVA,206-2,2,2,NAO
100000,46.45-1-01,MATRIZ,ATIVA,206-2,5,4,NAO
912000,38.11-4-00,MATRIZ,ATIVA,206-2,6,5,NAO
5000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
20000,95.21-5-00,MATRIZ,ATIVA,213-5,2,2,NAO
300000,00.00-0-00,MATRIZ,BAIXADA,206-2,2,2,NAO
95400,46.45-1-01,MATRIZ,ATIVA,230-5,2,0,NAO
380000,41.20-4-00,MATRIZ,ATIVA,206-2,9,7,NAO
5000,47.12-1-00,MATRIZ,ATIVA,213-5,6,4,NAO
20000,45.30-7-03,MATRIZ,ATIVA,206-2,2,2,NAO
5000,90.01-9-02,MATRIZ,ATIVA,213-5,2,1,NAO
3000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
60000,47.42-3-00,MATRIZ,ATIVA,206-2,2,2,NAO
100000,77.39-0-03,MATRIZ,ATIVA,213-5,4,3,NAO
50000,70.20-4-00,MATRIZ,ATIVA,206-2,7,7,NAO
78800,32.30-2-00,MATRIZ,ATIVA,230-5,2,0,NAO
3100000,77.19-5-99,MATRIZ,ATIVA,230-5,9,6,NAO
5000,47.12-1-00,MATRIZ,ATIVA,213-5,5,5,NAO
100000,46.32-0-01,MATRIZ,ATIVA,213-5,19,10,NAO
100000,42.21-9-01,MATRIZ,ATIVA,206-2,3,3,NAO
10000,20.62-2-00,MATRIZ,ATIVA,213-5,2,1,NAO
10000,47.24-5-00,MATRIZ,ATIVA,213-5,2,3,NAO
40000,82.99-7-99,MATRIZ,ATIVA,206-2,5,5,NAO
?,45.30-7-03,MATRIZ,ATIVA,206-2,2,2,NAO
238000,42.13-8-00,MATRIZ,ATIVA,213-5,13,9,NAO
120000,46.45-1-03,MATRIZ,ATIVA,230-5,49,47,NAO
93700,47.51-2-01,MATRIZ,ATIVA,230-5,7,7,SIM
30000,28.29-1-99,MATRIZ,ATIVA,206-2,2,2,NAO
12000,47.61-0-03,MATRIZ,ATIVA,206-2,7,6,NAO
40000,90.01-9-06,MATRIZ,ATIVA,213-5,9,5,NAO
3000,47.12-1-00,MATRIZ,ATIVA,213-5,4,4,NAO
200000,47.31-8-00,MATRIZ,ATIVA,206-2,5,5,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,206-2,18,16,NAO
400000,77.29-2-99,MATRIZ,ATIVA,230-5,3,0,NAO
300000,42.99-5-99,MATRIZ,ATIVA,206-2,2,1,NAO
10000,55.10-8-01,MATRIZ,ATIVA,206-2,2,2,NAO
200000,46.32-0-01,MATRIZ,ATIVA,206-2,13,0,NAO
50000,43.22-3-02,MATRIZ,ATIVA,213-5,5,5,NAO
200000,47.44-0-05,MATRIZ,ATIVA,213-5,24,20,NAO
50000,47.73-3-00,MATRIZ,ATIVA,213-5,11,11,NAO
600000,47.89-0-05,MATRIZ,ATIVA,206-2,87,61,NAO
50000,71.19-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
1000000,47.56-3-00,MATRIZ,ATIVA,206-2,5,5,NAO
22500,47.84-9-00,MATRIZ,ATIVA,213-5,8,1,NAO
150000,90.01-9-02,MATRIZ,ATIVA,230-5,9,8,NAO
550000,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,7,6,NAO
100000,41.20-4-00,MATRIZ,ATIVA,213-5,11,4,NAO
20000,61.90-6-01,MATRIZ,ATIVA,206-2,2,2,NAO
6800,96.03-3-03,MATRIZ,ATIVA,213-5,2,2,NAO
350000,79.11-2-00,MATRIZ,ATIVA,230-5,3,0,NAO
30000,18.21-1-00,MATRIZ,ATIVA,206-2,12,12,NAO
20000,45.30-7-03,MATRIZ,ATIVA,213-5,44,43,NAO
40000,82.19-9-99,MATRIZ,ATIVA,206-2,18,16,NAO
30000,45.30-7-03,MATRIZ,ATIVA,206-2,2,2,NAO
75000,46.64-8-00,MATRIZ,ATIVA,213-5,105,101,NAO
50000,86.40-2-05,MATRIZ,ATIVA,206-2,2,1,NAO
15000,96.03-3-04,MATRIZ,ATIVA,213-5,6,6,NAO
10000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,10.91-1-02,MATRIZ,ATIVA,206-2,3,3,NAO
20000,47.51-2-01,MATRIZ,ATIVA,213-5,8,7,NAO
15000,14.22-3-00,MATRIZ,ATIVA,206-2,7,7,NAO
40000,31.01-2-00,MATRIZ,ATIVA,213-5,5,4,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,2,1,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,18,11,NAO
100000,77.11-0-00,MATRIZ,ATIVA,206-2,12,12,NAO
?,60.10-1-00,MATRIZ,ATIVA,206-2,10,10,NAO
?,60.10-1-00,FILIAL,ATIVA,206-2,6,6,NAO
50000,47.54-7-01,MATRIZ,ATIVA,206-2,6,6,NAO
?,86.40-2-02,MATRIZ,ATIVA,213-5,3,2,NAO
?,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
300000,46.44-3-01,MATRIZ,ATIVA,206-2,2,0,NAO
?,47.54-7-01,MATRIZ,ATIVA,206-2,2,2,NAO
?,45.11-1-01,MATRIZ,ATIVA,206-2,12,11,NAO
150000,79.11-2-00,MATRIZ,ATIVA,206-2,7,7,NAO
20000,47.22-9-01,MATRIZ,ATIVA,213-5,9,9,NAO
100000,46.45-1-01,MATRIZ,ATIVA,206-2,4,2,NAO
?,46.61-3-00,MATRIZ,ATIVA,206-2,4,4,NAO
10000,33.12-1-03,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.89-0-07,MATRIZ,ATIVA,206-2,2,2,NAO
500000,41.20-4-00,MATRIZ,ATIVA,206-2,2,0,NAO
450000,41.20-4-00,MATRIZ,ATIVA,213-5,5,2,NAO
90000,47.31-8-00,MATRIZ,ATIVA,206-2,4,5,NAO
90000,47.84-9-00,FILIAL,ATIVA,206-2,3,2,NAO
?,47.44-0-05,MATRIZ,ATIVA,213-5,3,3,NAO
?,47.44-0-99,MATRIZ,ATIVA,206-2,2,2,NAO
25000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
400000,18.13-0-99,MATRIZ,ATIVA,206-2,7,0,NAO
30000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
?,46.45-1-01,MATRIZ,ATIVA,206-2,76,63,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,2,0,NAO
400000,46.47-8-01,MATRIZ,ATIVA,206-2,7,7,NAO
500000,46.39-7-01,MATRIZ,ATIVA,206-2,5,4,NAO
100000,46.64-8-00,MATRIZ,ATIVA,206-2,2,0,NAO
50000,46.44-3-01,MATRIZ,ATIVA,206-2,56,54,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
30000,61.10-8-03,MATRIZ,ATIVA,206-2,12,12,NAO
400000,45.30-7-01,MATRIZ,ATIVA,206-2,3,3,NAO
30000,14.12-6-01,MATRIZ,ATIVA,206-2,2,2,NAO
2100000,46.51-6-01,MATRIZ,ATIVA,230-5,2,1,NAO
400000,46.44-3-01,MATRIZ,ATIVA,230-5,272,270,NAO
50000,47.73-3-00,MATRIZ,ATIVA,206-2,6,6,NAO
6000,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
60000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,60.10-1-00,MATRIZ,ATIVA,206-2,3,3,NAO
200000,47.73-3-00,MATRIZ,ATIVA,206-2,3,3,NAO
?,45.30-7-03,MATRIZ,ATIVA,206-2,40,40,NAO
?,47.71-7-01,MATRIZ,ATIVA,213-5,2,1,NAO
?,86.40-2-07,MATRIZ,ATIVA,213-5,2,2,NAO
1250000,46.33-8-01,MATRIZ,ATIVA,206-2,2,0,NAO
100000,82.30-0-01,MATRIZ,ATIVA,206-2,8,6,NAO
40000,18.11-3-01,MATRIZ,ATIVA,206-2,3,2,NAO
30000,10.91-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
50000,81.21-4-00,MATRIZ,ATIVA,206-2,14,11,NAO
?,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
30000,00.00-0-00,MATRIZ,BAIXADA,206-2,3,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,2,1,NAO
80000,86.40-2-02,MATRIZ,ATIVA,206-2,4,4,NAO
80000,47.71-7-01,FILIAL,ATIVA,206-2,2,1,NAO
5000,45.20-0-01,MATRIZ,ATIVA,213-5,3,3,NAO
10000,73.11-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
?,47.42-3-00,MATRIZ,ATIVA,213-5,3,2,SIM
15000,82.11-3-00,MATRIZ,ATIVA,213-5,85,86,NAO
30000,47.44-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
24000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
40000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
80000,90.01-9-02,MATRIZ,ATIVA,206-2,6,3,NAO
100000,47.44-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
20000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,SIM
40000,47.44-0-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,47.12-1-00,MATRIZ,ATIVA,213-5,21,17,NAO
20000,61.90-6-01,MATRIZ,ATIVA,213-5,2,0,SIM
15000,47.44-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
100000,49.29-9-04,MATRIZ,ATIVA,213-5,3,0,NAO
150000,46.49-4-01,MATRIZ,ATIVA,206-2,68,54,NAO
10000,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,62.01-5-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,46.45-1-03,MATRIZ,ATIVA,206-2,43,44,NAO
30000,47.54-7-01,MATRIZ,ATIVA,206-2,5,5,NAO
20000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
20000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
72400,77.11-0-00,MATRIZ,ATIVA,230-5,4,4,NAO
11000,61.10-8-03,MATRIZ,ATIVA,206-2,3,3,NAO
10000,82.19-9-99,MATRIZ,ATIVA,213-5,37,37,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
40000,25.93-4-00,MATRIZ,ATIVA,213-5,6,6,NAO
11000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
15000,69.20-6-01,MATRIZ,ATIVA,213-5,30,28,NAO
50000,90.01-9-06,MATRIZ,ATIVA,213-5,3,1,NAO
15000,47.51-2-01,MATRIZ,ATIVA,213-5,4,2,NAO
2000,47.51-2-01,MATRIZ,ATIVA,206-2,2,2,NAO
8000,45.30-7-03,MATRIZ,ATIVA,213-5,2,2,NAO
300000,47.31-8-00,MATRIZ,ATIVA,206-2,5,5,NAO
?,45.11-1-01,MATRIZ,ATIVA,206-2,3,3,NAO
400000,42.99-5-99,MATRIZ,ATIVA,206-2,6,5,NAO
5000,55.10-8-01,MATRIZ,ATIVA,213-5,2,2,NAO
250000,47.44-0-04,MATRIZ,ATIVA,230-5,7,3,NAO
50000,82.99-7-99,MATRIZ,ATIVA,206-2,2,2,NAO
10000,47.85-7-99,MATRIZ,ATIVA,213-5,3,3,NAO
80000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
20000,47.71-7-01,MATRIZ,ATIVA,213-5,5,5,NAO
100000,46.49-4-04,MATRIZ,ATIVA,213-5,5,1,NAO
100000,31.02-1-00,MATRIZ,ATIVA,206-2,10,8,NAO
200000,77.39-0-03,MATRIZ,ATIVA,206-2,3,1,NAO
93700,47.12-1-00,MATRIZ,ATIVA,230-5,3,3,NAO
20000,45.30-7-03,MATRIZ,ATIVA,213-5,8,9,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,4,1,NAO
60000,82.30-0-01,MATRIZ,ATIVA,213-5,3,3,NAO
100000,46.45-1-01,MATRIZ,ATIVA,206-2,5,3,NAO
5000,14.12-6-01,MATRIZ,ATIVA,213-5,2,1,NAO
18000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
30000,95.11-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.71-7-01,MATRIZ,ATIVA,213-5,2,3,NAO
60000,01.33-4-03,MATRIZ,ATIVA,206-2,2,2,NAO
20000,63.19-4-00,MATRIZ,ATIVA,213-5,3,3,NAO
30000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
30000,45.30-7-03,MATRIZ,ATIVA,206-2,6,6,NAO
100000,47.12-1-00,MATRIZ,ATIVA,206-2,2,2,NAO
20000,18.13-0-01,MATRIZ,ATIVA,213-5,7,6,NAO
5000,56.11-2-01,MATRIZ,ATIVA,213-5,4,4,NAO
15000,14.13-4-01,MATRIZ,ATIVA,213-5,2,1,NAO
14000,47.71-7-01,MATRIZ,ATIVA,213-5,4,4,NAO
3500000,52.29-0-02,MATRIZ,ATIVA,206-2,2,2,NAO
150000,96.03-3-04,MATRIZ,ATIVA,206-2,4,4,NAO
7000,86.40-2-02,MATRIZ,ATIVA,213-5,3,3,NAO
12000,47.12-1-00,MATRIZ,ATIVA,213-5,8,8,NAO
100000,62.09-1-00,MATRIZ,ATIVA,206-2,8,8,NAO
12000,47.61-0-03,MATRIZ,ATIVA,206-2,4,4,NAO
15000,18.13-0-01,MATRIZ,ATIVA,206-2,10,10,NAO
20000,46.45-1-01,MATRIZ,ATIVA,206-2,22,20,NAO
80000,32.50-7-06,MATRIZ,ATIVA,206-2,11,8,NAO
70000,61.10-8-03,MATRIZ,ATIVA,206-2,4,4,NAO
10500,00.00-0-00,MATRIZ,BAIXADA,213-5,6,6,NAO
9000000,26.60-4-00,MATRIZ,ATIVA,206-2,6,5,NAO
?,47.61-0-03,MATRIZ,ATIVA,206-2,3,3,NAO
95000,46.79-6-99,MATRIZ,ATIVA,213-5,2,1,NAO
120000,86.30-5-02,MATRIZ,ATIVA,206-2,2,2,NAO
30000,86.40-2-07,MATRIZ,ATIVA,206-2,4,3,NAO
10000,47.21-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
120000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
50000,46.64-8-00,MATRIZ,ATIVA,206-2,86,77,NAO
?,86.90-9-99,MATRIZ,ATIVA,224-0,2,2,NAO
200000,46.49-4-01,MATRIZ,ATIVA,206-2,68,59,NAO
20000,47.31-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
15000,81.22-2-00,MATRIZ,ATIVA,213-5,6,6,NAO
15000,47.31-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
67800,18.13-0-01,MATRIZ,ATIVA,230-5,8,3,NAO
20000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
450000,47.43-1-00,MATRIZ,ATIVA,230-5,10,10,NAO
200000,46.44-3-01,MATRIZ,ATIVA,206-2,25,21,NAO
100000,47.61-0-03,MATRIZ,ATIVA,230-5,3,3,NAO
200000,37.02-9-00,MATRIZ,ATIVA,230-5,74,50,NAO
250000,18.11-3-02,MATRIZ,ATIVA,230-5,10,1,NAO
100000,47.22-9-01,MATRIZ,ATIVA,230-5,2,2,NAO
12000,47.12-1-00,MATRIZ,ATIVA,213-5,3,3,NAO
20000,61.90-6-01,MATRIZ,ATIVA,206-2,2,2,NAO
15000,47.24-5-00,MATRIZ,ATIVA,213-5,4,4,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
80000,41.20-4-00,MATRIZ,ATIVA,206-2,10,10,NAO
100000,77.19-5-99,MATRIZ,ATIVA,206-2,2,2,NAO
10000,14.12-6-02,MATRIZ,ATIVA,213-5,8,8,NAO
10000,11.21-6-00,MATRIZ,ATIVA,213-5,2,2,NAO
1,74.20-0-04,MATRIZ,ATIVA,213-5,2,2,NAO
25000,47.61-0-03,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.61-0-03,MATRIZ,ATIVA,213-5,17,14,NAO
72400,69.20-6-01,MATRIZ,ATIVA,230-5,2,2,NAO
2000,47.12-1-00,MATRIZ,ATIVA,213-5,3,1,NAO
250000,46.61-3-00,MATRIZ,ATIVA,206-2,3,3,NAO
600000,41.20-4-00,MATRIZ,ATIVA,206-2,5,3,NAO
60000,47.31-8-00,MATRIZ,ATIVA,206-2,5,9,NAO
72400,43.30-4-04,MATRIZ,ATIVA,213-5,2,2,NAO
410000,77.11-0-00,MATRIZ,ATIVA,206-2,6,3,NAO
10000,71.19-7-01,MATRIZ,ATIVA,213-5,2,3,NAO
1,82.30-0-02,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.23-7-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,47.51-2-01,MATRIZ,ATIVA,206-2,6,5,NAO
400000,41.20-4-00,MATRIZ,ATIVA,230-5,10,8,NAO
30000,47.31-8-00,MATRIZ,ATIVA,206-2,3,2,NAO
25000,63.19-4-00,MATRIZ,ATIVA,213-5,5,5,NAO
95400,14.12-6-01,MATRIZ,ATIVA,230-5,26,13,NAO
93700,47.31-8-00,MATRIZ,ATIVA,230-5,8,8,NAO
10000,42.13-8-00,MATRIZ,ATIVA,213-5,9,8,NAO
50000,63.11-9-00,MATRIZ,ATIVA,213-5,11,11,NAO
100000,77.39-0-03,MATRIZ,ATIVA,213-5,2,0,NAO
10000,47.53-9-00,FILIAL,ATIVA,206-2,2,2,NAO
350000,41.20-4-00,MATRIZ,ATIVA,206-2,8,2,NAO
25000,47.24-5-00,MATRIZ,ATIVA,213-5,4,2,NAO
5000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,47.84-9-00,MATRIZ,ATIVA,213-5,3,3,NAO
10000,47.51-2-01,MATRIZ,ATIVA,213-5,4,3,NAO
100000,47.84-9-00,MATRIZ,ATIVA,213-5,2,3,NAO
